ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,Visibility,"External Product URL","Total Sales","Attribute Name (pa_color)","Attribute Value (pa_color)","Attribute In Variations (pa_color)","Attribute Is Visible (pa_color)","Attribute Is Taxonomy (pa_color)","Attribute Name (pa_size)","Attribute Value (pa_size)","Attribute In Variations (pa_size)","Attribute Is Visible (pa_size)","Attribute Is Taxonomy (pa_size)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL",Brands,Collections,"Product Type",Tags,"Product categories","Product tags",Status,Author,Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating"
1575,21,,,2017-07-07,product,http://54.255.181.242/lagobe/product/21/,0,,,,,instock,,,,0,"Product [:en]color[:th]สี[:]",,no,no,no,"Product [:en]Size[:th]ขนาด[:]",,no,no,no,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00813-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00814.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00815.jpg,||,||,||,||,,,,simple,,,,publish,1,21,,,0,0,open,closed,2017-07-14,no,no,,,,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1321,1318",a:0:{},,3.0.7,,a:0:{},0,0
1576,"Lost : Bear Tshirt","<h2><strong><span style=""color: #999999;"">ผ้า Premium Super Soft  Cotton แท้100%
</span></strong><strong><span style=""color: #999999;"">เสื้อยืดผ้านุ่ม สั่งทำและนำเข้าพิเศษ  ลายสกรีนแน่น ลายชัดขอบคม สีสด ทรงสวยได้รูป มาตรฐานคนเอเซีย</span></strong></h2>","<h2><strong><span style=""color: #999999;"">ผ้า Premium Super Soft  Cotton แท้100%
</span></strong><strong><span style=""color: #999999;"">เสื้อยืดผ้านุ่ม สั่งทำและนำเข้าพิเศษ  ลายสกรีนแน่น ลายชัดขอบคม สีสด ทรงสวยได้รูป มาตรฐานคนเอเซีย</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/22/,0,HOK-01,690,690,,instock,,,,0,"Product [:en]color[:th]สี[:]",White,yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large|XX-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00816-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00817.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00818.jpg,||,||,||,||,,"LOST:BEAR Official",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,22,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1317,1315",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1579,"Black tuesday TShirt","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/23/,0,BT010,290,290,,instock,,,,0,"Product [:en]color[:th]สี[:]","Multi Color",yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00822-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00825.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00826.jpg,||,||,||,||,,"Black tuesday",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,23,,,0,0,open,closed,2017-07-17,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1312,1310",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1580,"Black tuesday TShirt","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/24/,0,BT011,290,290,,instock,,,,0,"Product [:en]color[:th]สี[:]","Multi Color",yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00827-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00830.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00831.jpg,||,||,||,||,,"Black tuesday",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,24,,,0,0,open,closed,2017-07-17,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1309,1306",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1581,25,,,2017-07-07,product,http://54.255.181.242/lagobe/product/25/,0,,,,,instock,,,,0,"Product [:en]color[:th]สี[:]",,no,no,no,"Product [:en]Size[:th]ขนาด[:]",,no,no,no,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00832.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00833.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00834.jpg,||,||,||,||,,,,simple,,,,publish,1,25,,,0,0,open,closed,2017-07-07,no,no,,,,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1305,1303",a:0:{},,3.0.7,,a:0:{},0,0
1582,26,,,2017-07-07,product,http://54.255.181.242/lagobe/product/26/,0,,,,,instock,,,,0,"Product [:en]color[:th]สี[:]",,no,no,no,"Product [:en]Size[:th]ขนาด[:]",,no,no,no,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00835.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00836.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00837.jpg,||,||,||,||,,,,simple,,,,publish,1,26,,,0,0,open,closed,2017-07-07,no,no,,,,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1302,1300",a:0:{},,3.0.7,,a:0:{},0,0
1583,"Black tuesday TShirt","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/27/,0,BT012,290,290,,instock,,,,0,"Product [:en]color[:th]สี[:]","Multi Color",yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00840-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00839.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00841.jpg,||,||,||,||,,"Black tuesday",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,27,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1301,1299",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1585,"Black tuesday TShirt","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/28/,0,BT013,290,290,,instock,,,,0,"Product [:en]color[:th]สี[:]","Multi Color",yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00845-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00846.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00847.jpg,||,||,||,||,,"Black tuesday",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,28,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1294,1291",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1586,"Lost : Bear Tshirt","<h2><strong><span style=""color: #999999;"">ผ้า Premium Super Soft  Cotton แท้100%
</span></strong><strong><span style=""color: #999999;"">เสื้อยืดผ้านุ่ม สั่งทำและนำเข้าพิเศษ  ลายสกรีนแน่น ลายชัดขอบคม สีสด ทรงสวยได้รูป มาตรฐานคนเอเซีย</span></strong></h2>","<h2><strong><span style=""color: #999999;"">ผ้า Premium Super Soft  Cotton แท้100%
</span></strong><strong><span style=""color: #999999;"">เสื้อยืดผ้านุ่ม สั่งทำและนำเข้าพิเศษ  ลายสกรีนแน่น ลายชัดขอบคม สีสด ทรงสวยได้รูป มาตรฐานคนเอเซีย</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/29/,0,OSA-03,690,690,,instock,,,,0,"Product [:en]color[:th]สี[:]",Blue,yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large|XX-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00851-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00852.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00853.jpg,||,||,||,||,,"LOST:BEAR Official",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,29,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1286,1287",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1587,"Black tuesday TShirt","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/30/,0,BT014,290,290,,instock,,,,0,"Product [:en]color[:th]สี[:]","Multi Color",yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00854-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00856.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00857.jpg,||,||,||,||,,"Black tuesday",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,30,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1285,1283",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1588,"Lost : Bear Tshirt","<h2><strong><span style=""color: #999999;"">ผ้า Premium Super Soft  Cotton แท้100%
</span></strong><strong><span style=""color: #999999;"">เสื้อยืดผ้านุ่ม สั่งทำและนำเข้าพิเศษ  ลายสกรีนแน่น ลายชัดขอบคม สีสด ทรงสวยได้รูป มาตรฐานคนเอเซีย</span></strong></h2>","<h2><strong><span style=""color: #999999;"">ผ้า Premium Super Soft  Cotton แท้100%
</span></strong><strong><span style=""color: #999999;"">เสื้อยืดผ้านุ่ม สั่งทำและนำเข้าพิเศษ  ลายสกรีนแน่น ลายชัดขอบคม สีสด ทรงสวยได้รูป มาตรฐานคนเอเซีย</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/31/,0,FST-02,690,690,,instock,,,,0,"Product [:en]color[:th]สี[:]",Black,yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large|XX-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00858-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00859.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00860.jpg,||,||,||,||,,"LOST:BEAR Official",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,31,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1280,1281",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1589,"Lost : Bear Tshirt","<h2><strong><span style=""color: #999999;"">ผ้า Premium Super Soft  Cotton แท้100%
</span></strong><strong><span style=""color: #999999;"">เสื้อยืดผ้านุ่ม สั่งทำและนำเข้าพิเศษ  ลายสกรีนแน่น ลายชัดขอบคม สีสด ทรงสวยได้รูป มาตรฐานคนเอเซีย</span></strong></h2>","<h2><strong><span style=""color: #999999;"">ผ้า Premium Super Soft  Cotton แท้100%
</span></strong><strong><span style=""color: #999999;"">เสื้อยืดผ้านุ่ม สั่งทำและนำเข้าพิเศษ  ลายสกรีนแน่น ลายชัดขอบคม สีสด ทรงสวยได้รูป มาตรฐานคนเอเซีย</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/32/,0,OSA-02,690,690,,instock,,,,0,"Product [:en]color[:th]สี[:]",Black,yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large|XX-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00861-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00862.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00863.jpg,||,||,||,||,,"LOST:BEAR Official",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,32,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1279,1276",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1590,"Black tuesday TShirt","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/33/,0,BT015,290,290,,instock,,,,0,"Product [:en]color[:th]สี[:]","Multi Color",yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00864-2.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00866.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00867.jpg,lagobe00864||,||,||,||,,"Black tuesday",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,33,,,0,0,open,closed,2017-07-17,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1275,1273",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1591,"Black tuesday TShirt","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/34/,0,BT016,290,290,,instock,,,,0,"Product [:en]color[:th]สี[:]","Multi Color",yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00868-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00870.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00871.jpg,||,||,||,||,,"Black tuesday",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,34,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1271,1272",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
1593,"Black tuesday TShirt","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>","<h2><strong><span style=""color: #999999;"">เนื้อผ้า TK ใส่แล้วไม่ยืด ไม่ย้วย ซักแล้วผ้าไม่หด สีไม่ตก</span></strong>
<strong><span style=""color: #999999;"">เสื้อยืดพิมพ์ลายเท่ห์ๆ น่ารักๆ จะใส่ไปไหนก็ลุยได้ทุกสถานที่</span></strong></h2>",2017-07-07,product,http://54.255.181.242/lagobe/product/35/,0,BT017,290,290,,instock,,,,0,"Product [:en]color[:th]สี[:]","Multi Color",yes,yes,yes,"Product [:en]Size[:th]ขนาด[:]",Large|Medium|Small|X-Large,yes,yes,yes,,http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00873-1.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00875.jpg|http://54.255.181.242/lagobe/wp-content/uploads/2017/07/lagobe00876.jpg,||,||,||,||,,"Black tuesday",Collections>Beach|Collections>Casual|Collections>Party,variable,,Gay>T-shirt,T-shirt,publish,1,35,,,0,0,open,closed,2017-07-14,no,no,,,0.25,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"1270,1268",a:0:{},"a:2:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}",3.0.7,,a:0:{},0,0
